School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
LAFAYETTE ACADEMY - MANHATTAN,M,3,ELEVATOR MODERNIZATION,"6,940,700",CIP,M118,154 WEST 93 STREET,Manhattan,10025,MANHATTAN,40.791709,-73.970802,107,6,177,1032522,1012230005,Upper West Side,"(40.791709, -73.970802)",11/01/2019
I.S. 266 - BROOKLYN,K,13,FY19 RESO A ROOM CONVERSIONS/PARTITIONING,"35,385",CIP,K902,62 PARK PLACE,Brooklyn,11217,BROOKLYN,40.678983,-73.976497,306,39,"12,902",3259250,3009410050,Park Slope-Gowanus,"(40.678983, -73.976497)",11/01/2019
BROOKLYN TECH HS - K,K,13,LSP INSTALL NEW CEILING IN BOYS & GIRLS LOCKER ROOMS,"99,000",CIP,K430,29 FT GREENE PLACE,Brooklyn,11217,BROOKLYN,40.688834,-73.976905,302,35,33,3058752,3020980013,Fort Greene,"(40.688834, -73.976905)",11/01/2019
P.S. 201 - QUEENS,Q,25,PLANYC CLIMATE CONTROL/PLANYC BOILER CONVERSION,"6,155,115",CIP,Q201,65-11 155 STREET,Queens,11367,QUEENS,40.736653,-73.813346,408,24,"122,702",4146992,4067920100,Pomonok-Flushing Heights-Hillcrest,"(40.736653, -73.813346)",11/01/2019
I.S. 447 - BRONX,X,10,FY16 RESO A IPDVS CAMERA INSTALLATION,"334,999",CIP,X115,120 EAST 184 STREET,Bronx,10468,BRONX,40.859752,-73.900161,205,14,"23,703",2013899,2031720046,Fordham South,"(40.859752, -73.900161)",11/01/2019
NEWTOWN HS - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE/LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"1,180,000",CIP,Q455,48-01 90 STREET,Queens,11373,QUEENS,40.741122,-73.874721,404,25,461,4045629,4018490001,Elmhurst,"(40.741122, -73.874721)",11/01/2019
P.S. 29 - BRONX,X,7,ROOFS/FLOOD ELIMINATION/EXTERIOR MASONRY/PARAPETS,"6,800,100",CIP,X029,758 COURTLANDT AVENUE,Bronx,10451,BRONX,40.821515,-73.917279,201,17,69,2001736,2024030001,Melrose South-Mott Haven North,"(40.821515, -73.917279)",11/01/2019
I.S. 104 - MANHATTAN,M,2,FY17 RESO A SUPPLEMENTAL COOLING,"524,400",CIP,M104,330 EAST 21 STREET,Manhattan,10010,MANHATTAN,40.736094,-73.980663,106,2,64,1081671,1009260001,Gramercy,"(40.736094, -73.980663)",11/01/2019
P.S. 58 - STATEN ISLAND,R,31,IPDVS CAMERA INSTALLATION,"596,000",CIP,R058,77 MARSH AVENUE,Staten Island,10314,STATEN IS,40.583139,-74.161862,502,51,"27,702",5145698,5024500305,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.583139, -74.161862)",11/01/2019
I.S. 234 - BROOKLYN,K,22,ELECTRICAL WORK FOR A/C INITIATIVE/LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"439,000",CIP,K234,1875 EAST 17 STREET,Brooklyn,11229,BROOKLYN,40.60422,-73.955485,315,48,558,3184057,3068210244,Madison,"(40.60422, -73.955485)",11/01/2019
NYC SCHOOL CONSTRUCTION AUTHOR,Q,24,3RD FLOOR PANTRY AND OFFICE BUILD OUT,"261,158",CIP,Q998,30-30 THOMSON AVENUE,Queens,11101,QUEENS,40.745042,-73.936191,402,26,179,4003533,4002770001,Hunters Point-Sunnyside-West Maspeth,"(40.745042, -73.936191)",11/01/2019
I.S. 232 - BRONX,X,9,LSP ELECTRICAL PANEL REPLACEMENT,"85,000",CIP,X082,1700 MACOMBS ROAD,Bronx,10453,BRONX,40.849532,-73.916077,205,14,"21,502",2008460,2028660070,University Heights-Morris Heights,"(40.849532, -73.916077)",11/01/2019
P.S. 20 - QUEENS,Q,25,FLOOD ELIMINATION/EXTERIOR MASONRY/ROOFS/PARAPETS,"6,370,000",CIP,Q020,142-30 BARCLAY AVENUE,Queens,11355,QUEENS,40.758689,-73.824832,407,20,855,4114657,4050470001,Flushing,"(40.758689, -73.824832)",11/01/2019
P.S. @ 836-841 5TH AVENUE - BROOKLYN,K,15,New,"52,975,000",CAP,K671,836-841 5TH AVENUE,Brooklyn,11232,BROOKLYN,40.653319,-74.001791,307,38,84,3010279,3006930039,Sunset Park West,"(40.653319, -74.001791)",11/01/2019
P.S. 288 - BROOKLYN,K,21,ROOF,"3,493,083",CIP,K288,2950 WEST 25 STREET,Brooklyn,11224,BROOKLYN,40.574411,-73.99194,313,47,342,3189538,3070540045,Seagate-Coney Island,"(40.574411, -73.99194)",11/01/2019
HS FOR ENVIRONMENTAL STUDIES -,M,2,6TH FLOOR EGRESS/FIRE ALARM,"3,621,000",CIP,M834,444 WEST 56 STREET,Manhattan,10019,MANHATTAN,40.767791,-73.987531,104,3,139,1026841,1010650001,Clinton,"(40.767791, -73.987531)",11/01/2019
D75 REPLACEMENT @ 15 FAIRFIELD STREET - STATEN ISLAND,R,75,New,"36,764,000",CAP,R089,15 FAIRFIELD STREET,Staten Is,10308,STATEN IS,40.56397,-74.150885,503,51,"14,605",5061911,5045860001,Great Kills,"(40.56397, -74.150885)",11/01/2019
I.S. 322 - MANHATTAN,M,6,FY19 RESO A MULTIMEDIA CENTER UPGRADES,"79,660",CIP,M218,4600 BROADWAY,Manhattan,10040,MANHATTAN,40.86079,-73.930672,112,10,285,1076756,1021720016,Washington Heights North,"(40.86079, -73.930672)",11/01/2019
I.S. 259 - BROOKLYN,K,20,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,"6,758,000",CIP,K259,7305 FT HAMILTON PKWY,Brooklyn,11228,BROOKLYN,40.62668,-74.01512,310,43,206,3148031,3059230001,Dyker Heights,"(40.62668, -74.01512)",11/01/2019
RICHMOND HILL HS - QUEENS,Q,27,FY18 RESO A AUDITORIUM  UPGRADE,"1,864,400",CIP,Q475,89-30 114 STREET,Queens,11418,QUEENS,40.695888,-73.833681,409,28,124,4195688,4093210001,Richmond Hill,"(40.695888, -73.833681)",11/01/2019
P.S. 200 - BROOKLYN,K,20,LSP REPLACE DUPLEX SEWER EJECTOR PUMPS,"56,840",CIP,K200,1940 BENSON AVENUE,Brooklyn,11214,BROOKLYN,40.603188,-74.001408,311,43,282,3167818,3064070008,Bath Beach,"(40.603188, -74.001408)",11/01/2019
CAMBRIA HEIGHTS ACADEMY - QUEE,Q,29,LSP DANFOSS RADIATOR STEAM VALVES,"37,345",CIP,Q799,188-04 91ST AVENUE,Queens,11423,QUEENS,40.711849,-73.771195,412,23,480,4222072,4104430001,Jamaica,"(40.711849, -73.771195)",11/01/2019
BRONX INTERNATIONAL - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE,"99,000",CIP,X400,1110 BOSTON RD,Bronx,10456,BRONX,40.827642,-73.904473,203,16,135,2004526,2026340001,Morrisania-Melrose,"(40.827642, -73.904473)",11/01/2019
P.S. 41 - QUEENS,Q,26,FY17 RESO A ELECTRICAL WORK FOR A/C INITIATIVE,"1,392,283",CIP,Q041,214-43 35 AVENUE,Queens,11361,QUEENS,40.769601,-73.770863,411,19,"1,097",4135975,4061210001,Bayside-Bayside Hills,"(40.769601, -73.770863)",11/01/2019
P.S. 175 - QUEENS,Q,28,FY16 RESO A SUPPLEMENTAL COOLING,"974,000",CIP,Q175,64-35 102 STREET,Queens,11374,QUEENS,40.730941,-73.853164,406,29,721,4051200,4021280014,Forest Hills,"(40.730941, -73.853164)",11/01/2019
P.S. 114 - BROOKLYN,K,18,FY18 RESO A AUDITORIUM  UPGRADE,"39,300",CIP,K114,1077 REMSEN AVENUE,Brooklyn,11236,BROOKLYN,40.642545,-73.908529,318,46,964,3229159,3081600022,Canarsie,"(40.642545, -73.908529)",11/01/2019
P.S. 123 - MANHATTAN,M,5,CO DETECTORS,"306,486",CIP,M123,301 WEST 140 STREET,Manhattan,10030,MANHATTAN,40.819767,-73.944433,110,9,"22,102",1060726,1020420035,Central Harlem North-Polo Grounds,"(40.819767, -73.944433)",11/01/2019
P.S. 124 - QUEENS,Q,27,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,"5,414,000",CIP,Q124,129-15 150 AVENUE,Queens,11420,QUEENS,40.665058,-73.811701,410,28,"84,602",4257530,4118820001,South Ozone Park,"(40.665058, -73.811701)",11/01/2019
JOHN DEWEY HS - BROOKLYN,K,21,FY17 RESO A CULINARY ARTS KITCHEN UPGRADES,"2,236,500",CIP,K540,50 AVENUE X,Brooklyn,11223,BROOKLYN,40.589268,-73.981738,313,47,308,3194998,3071850020,Gravesend,"(40.589268, -73.981738)",11/01/2019
P.S. 161 - QUEENS,Q,28,FY19 RESO A LIBRARY UPGRADE,"42,450",CIP,Q161,101-33 124TH STREET,Queens,11419,QUEENS,40.690798,-73.821657,409,28,156,4200748,4094910001,Richmond Hill,"(40.690798, -73.821657)",11/01/2019
P.S. 155 - BROOKLYN,K,23,LSP PUMP SYSTEM REPLACEMENT,"76,700",CIP,K155,1355 HERKIMER STREET,Brooklyn,11233,BROOKLYN,40.677415,-73.908734,316,37,369,3042263,3015520043,Ocean Hill,"(40.677415, -73.908734)",11/01/2019
BROOKLYN TECH HS - K,K,13,PA SYSTEM,"4,019,000",CIP,K430,29 FT GREENE PLACE,Brooklyn,11217,BROOKLYN,40.688834,-73.976905,302,35,33,3058752,3020980013,Fort Greene,"(40.688834, -73.976905)",11/01/2019
P.S. 161 - MANHATTAN,M,5,FY19 RESO A AUDITORIUM UPGRADE,"43,000",CIP,M161,499 WEST 133 STREET,Manhattan,10027,MANHATTAN,40.81755,-73.953041,109,9,"21,303",1059645,1019710001,Manhattanville,"(40.81755, -73.953041)",11/01/2019
I.S. 35 - BROOKLYN,K,16,FY18 RESO A GYMNASIUM UPGRADE,"70,000",CIP,K035,272 MACDONOUGH STREET,Brooklyn,11233,BROOKLYN,40.681896,-73.935963,303,36,273,3047054,3016740011,Stuyvesant Heights,"(40.681896, -73.935963)",11/01/2019
P.S. 81 - QUEENS,Q,24,STANDALONE GYM ANNEX,"7,985,000",CIP,Q342,1716 BLEECKER STREET,Queens,11385,QUEENS,40.704168,-73.912235,405,34,545,4548602,4034370001,Ridgewood,"(40.704168, -73.912235)",11/01/2019
I.S. 125 - BRONX,X,8,LIGHTING REPLACEMENT (DCAS),"1,300,019",CIP,X125,1111 PUGSLEY AVENUE,Bronx,10472,BRONX,40.829232,-73.856734,209,18,"4,001",2025717,2037900040,Soundview-Bruckner,"(40.829232, -73.856734)",11/01/2019
P.S. 306 - BROOKLYN,K,19,ELECTRICAL WORK FOR A/C INITIATIVE/LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"810,000",CIP,K306,970 VERMONT STREET,Brooklyn,11207,BROOKLYN,40.655997,-73.886547,305,42,"1,104",3097873,3043920001,East New York,"(40.655997, -73.886547)",11/01/2019
P.S. 229 - QUEENS,Q,24,FIRE ALARM REPLACEMENT,"835,000",CIP,Q229,67-25 51 ROAD,Queens,11377,QUEENS,40.734294,-73.897557,405,30,513,4440274,4024230001,Maspeth,"(40.734294, -73.897557)",11/01/2019
SUSAN E. WAGNER HS - STATEN IS,R,31,IPDVS CAMERA INSTALLATION,"648,000",CIP,R460,1200 MANOR ROAD,Staten Island,10314,STATEN IS,40.596803,-74.124227,502,50,181,5146639,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.596803, -74.124227)",11/01/2019
P.S. 16 - BRONX,X,11,LSP FIRE ALARM PULL BOX,"33,981",CIP,X016,4550 CARPENTER AVENUE,Bronx,10470,BRONX,40.902205,-73.854829,212,11,414,2070894,2050760031,Woodlawn-Wakefield,"(40.902205, -73.854829)",11/01/2019
P.S. 136 - QUEENS,Q,29,FY18 RESO A AUDITORIUM  UPGRADE,"57,932",CIP,Q136,201-15 115 AVENUE,Queens,11412,QUEENS,40.698279,-73.752654,412,27,520,4236757,4110180021,St. Albans,"(40.698279, -73.752654)",11/01/2019
I.S. 49 - STATEN ISLAND,R,31,FLOOD ELIMINATION,"2,221,000",CIP,R049,101 WARREN STREET,Staten Island,10304,STATEN IS,40.620347,-74.081643,501,49,29,5014184,5005560080,Stapleton-Rosebank,"(40.620347, -74.081643)",11/01/2019
J.H.S. 216 - QUEENS,Q,26,ELECTRICAL WORK FOR A/C INITIATIVE/LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"113,100",CIP,Q216,64-20 175 STREET,Queens,11365,QUEENS,40.737517,-73.794031,408,24,"1,341",4149078,4069030001,Fresh Meadows-Utopia,"(40.737517, -73.794031)",11/01/2019
P.S. 36 - STATEN ISLAND,R,31,LSP STEAM AND CONDENSATE LINE,"76,920",CIP,R036,255 IONIA AVENUE,Staten Island,10312,STATEN IS,40.543083,-74.182299,503,51,"17,005",5107742,5062620012,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.543083, -74.182299)",11/01/2019
P.S. 162 - QUEENS,Q,26,ELECTRICAL WORK FOR A/C INITIATIVE,"275,000",CIP,Q162,201-02 53 AVENUE,Queens,11364,QUEENS,40.749036,-73.777213,411,20,"140,901",4159363,4074100001,Bayside-Bayside Hills,"(40.749036, -73.777213)",11/01/2019
QUEENS COLLEGIATE SCHOOL - QUE,Q,28,TENNIS COURT SURFACE,"488,000",CIP,Q470,167-01 GOTHIC DRIVE,Queens,11432,QUEENS,40.713218,-73.797237,408,24,452,4448806,4098580100,Briarwood-Jamaica Hills,"(40.713218, -73.797237)",11/01/2019
P.S. 80 - STATEN ISLAND,R,31,GAS SERVICE,"220,108",CIP,R880,715 OCEAN TERRACE,Staten Island,10301,STATEN IS,40.608512,-74.102067,502,50,177,5113169,5006830001,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.608512, -74.102067)",11/01/2019
P.S. /I.S 295 - QUEENS,Q,29,FY19 RESO A AUDITORIUM UPGRADE,"75,000",CIP,Q263,222-14 JAMAICA AVENUE,Queens,11428,QUEENS,40.720619,-73.731997,413,23,568,4231378,4108130005,Queens Village,"(40.720619, -73.731997)",11/01/2019
KINGSBOROUGH EARLY COLLEGE SCH,K,21,ELECTRICAL WORK FOR A/C INITIATIVE,"796,200",CIP,K400,2630 BENSON AVENUE,Brooklyn,11214,BROOKLYN,40.594291,-73.98577,313,47,306,3186454,3068830001,Gravesend,"(40.594291, -73.98577)",11/01/2019
P.S. 43 - BRONX,X,7,WATER PENETRATION/BOILER REPLACEMENT/REINFORCING SUPPORT ELEMENTS/EXTERIOR MASONRY/CLIMATE CONTROL/DOMESTIC PIPING,"21,380,000",CIP,X043,165 BROWN PLACE,Bronx,10454,BRONX,40.806351,-73.921196,201,8,25,2000205,2022800040,Mott Haven-Port Morris,"(40.806351, -73.921196)",11/01/2019
I.S. 78 - BROOKLYN,K,22,LSP REPLACE VERTICAL DUPLEX SEWAGE EJECTOR PUMPS,"70,000",CIP,K078,1420 EAST 68 STREET,Brooklyn,11234,BROOKLYN,40.621224,-73.91287,318,46,"69,602",3236496,3083880002,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.621224, -73.91287)",11/01/2019
I.S. 7 - STATEN ISLAND,R,31,MASONRY,"2,777,000",CIP,R007,1270 HUGUENOT AVENUE,Staten Island,10312,STATEN IS,40.523757,-74.185941,503,51,198,5082345,5065440001,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.523757, -74.185941)",11/01/2019
I.S. 5 - QUEENS,Q,24,LSP VACUUM/CONDENSATE PUMP SYSTEM REPLACEMENT,"76,277",CIP,Q005,50-40 JACOBUS STREET,Queens,11373,QUEENS,40.737718,-73.887429,404,25,489,4454423,4024500017,Elmhurst-Maspeth,"(40.737718, -73.887429)",11/01/2019
P.S. 54 - STATEN ISLAND,R,31,FY19 RESO A AUDITORIUM UPGRADE,"77,600",CIP,R054,1060 WILLOWBROOK RD,Staten Island,10314,STATEN IS,40.603232,-74.137981,502,50,"27,302",5034476,5019870104,New Springville-Bloomfield-Travis,"(40.603232, -74.137981)",11/01/2019
LONGWOOD PREPARATORY ACADEMY,X,8,FLOOD ELIMINATION,"1,579,599",CIP,X039,965 LONGWOOD AVENUE,Bronx,10459,BRONX,40.817512,-73.898212,202,17,87,2005616,2027100001,Longwood,"(40.817512, -73.898212)",11/01/2019
P.S. 333 - QUEENS,Q,27,SANDY NEW A/C CHILLERS,"1,278,870.32",CIP,Q198,3-65 BEACH 56 STREET,Queens,11692,QUEENS,40.593967,-73.786182,414,31,"97,204",4301929,4158940011,Hammels-Arverne-Edgemere,"(40.593967, -73.786182)",11/01/2019
P.S. 105 - BRONX,X,11,ELECTRICAL WORK FOR A/C INITIATIVE,"374,000",CIP,X105,725 BRADY AVENUE,Bronx,10462,BRONX,40.852398,-73.866617,211,13,"22,404",2048794,2042880001,Pelham Parkway,"(40.852398, -73.866617)",11/01/2019
I.S. 72 - STATEN ISLAND,R,31,FY19 RESO A IPDVS CAMERA INSTALLATION,"498,000",CIP,R072,33 FERNDALE AVENUE,Staten Island,10314,STATEN IS,40.593005,-74.158988,502,51,"27,706",5037524,5023640001,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.593005, -74.158988)",11/01/2019
P.S. 102 - QUEENS,Q,24,FY19 RESO A ROOM CONVERSIONS/PARTITIONING,"36,440",CIP,Q102,55-24 VAN HORN STREET,Queens,11373,QUEENS,40.733514,-73.877857,404,25,479,4437597,4028790031,Elmhurst-Maspeth,"(40.733514, -73.877857)",11/01/2019
P.S. 272 - BROOKLYN,K,18,ELECTRICAL WORK FOR A/C INITIATIVE/LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"226,000",CIP,K272,101-24 SEAVIEW AVENUE,Brooklyn,11236,BROOKLYN,40.635916,-73.886412,318,46,"1,034",3235262,3083290250,Canarsie,"(40.635916, -73.886412)",11/01/2019
P.S. 76 - BRONX,X,11,ROOFS/FLOOD ELIMINATION/PARAPETS/EXTERIOR MASONRY,"3,841,001",CIP,X076,900 ADEE AVENUE,Bronx,10469,BRONX,40.869593,-73.861282,211,12,342,2054933,2045520010,Allerton-Pelham Gardens,"(40.869593, -73.861282)",11/01/2019
PK/3K CENTER @ 21 BAY 11TH STREET - BROOKLYN,K,20,Lease,"9,049,919",CAP,K747,21 BAY 11TH STREET,Brooklyn,11228,BROOKLYN,40.609976,-74.008608,311,43,172,3336436,3063620029,Bath Beach,"(40.609976, -74.008608)",11/01/2019
P.S. 160 - BROOKLYN,K,20,ELECTRICAL WORK FOR A/C INITIATIVE,"270,800",CIP,K160,5105 FORT HAMILTON PARKWAY,Brooklyn,11219,BROOKLYN,40.637322,-73.999215,312,44,220,3138276,3056530021,Borough Park,"(40.637322, -73.999215)",11/01/2019
MARTIN VAN BUREN HS - QUEENS,Q,26,RNWL SBHC,"1,829,000",CIP,Q435,230-17 HILLSIDE AVENUE,Queens,11427,QUEENS,40.733066,-73.738756,413,23,"1,301",4166101,4079300002,Bellerose,"(40.733066, -73.738756)",11/01/2019
FRANCIS LEWIS HS ANNEX - QUEENS,Q,78,New,"45,475,000",CAP,Q434,58-20 UTOPIA PARKWAY,Queens,11365,QUEENS,40.740724,-73.79283,411,20,"1,417",4148763,4068820001,Auburndale,"(40.740724, -73.79283)",11/01/2019
P.S. 209 - BRONX,X,10,FLOOD ELIMINATION/ROOFS/PARAPETS/EXTERIOR MASONRY,"1,780,000",CIP,X209,313 EAST 183 STREET,Bronx,10458,BRONX,40.856585,-73.897491,205,15,"38,301",2103868,2031460072,Fordham South,"(40.856585, -73.897491)",11/01/2019
HS FOR ARTS & TECHNOLOGY - M,M,3,FY16 RESO A TERRACE SURFACING AND PAVEMENTS/ROOFS/WINDOWS,"14,634,000",CIP,M490,122 AMSTERDAM AVENUE,Manhattan,10023,MANHATTAN,40.774351,-73.984753,107,6,151,1030343,1011570025,Lincoln Square,"(40.774351, -73.984753)",11/01/2019
Q177 SPED - QUEENS,Q,26,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,"7,221,000",CIP,Q177,56-37 188 STREET,Queens,11365,QUEENS,40.74391,-73.788133,411,20,"1,417",4128231,4056740002,Auburndale,"(40.74391, -73.788133)",11/01/2019
QUEENS SATELLITE HS FOR OPPORT,Q,28,ELECTRICAL WORK FOR A/C INITIATIVE/LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"112,389",CIP,Q595,162-02 HILLSIDE AVENUE,Queens,11432,QUEENS,40.70848,-73.800065,412,24,"44,602",4209031,4097680022,Jamaica,"(40.70848, -73.800065)",11/01/2019
P.S. 188 - BROOKLYN,K,21,LSP MASONRY,"87,500",CIP,K188,3314 NEPTUNE AVENUE,Brooklyn,11224,BROOKLYN,40.577217,-74.000194,313,47,328,3188726,3070060001,Seagate-Coney Island,"(40.577217, -74.000194)",11/01/2019
P.S. 26 - BROOKLYN,K,16,ELECTRICAL WORK FOR A/C INITIATIVE,"83,000",CIP,K026,1014 LAFAYETTE AVENUE,Brooklyn,11221,BROOKLYN,40.692126,-73.931731,303,36,291,3393805,3016160001,Stuyvesant Heights,"(40.692126, -73.931731)",11/01/2019
P.S. 158 - BROOKLYN,K,19,STRUCTURAL DEFECTS,"497,001",CIP,K158,400 ASHFORD STREET,Brooklyn,11207,BROOKLYN,40.672579,-73.884803,305,37,"1,150",3089176,3040150001,East New York,"(40.672579, -73.884803)",11/01/2019
P.S. 165 - MANHATTAN,M,3,ROOFS,"13,460,000",CIP,M165,234 WEST 109 STREET,Manhattan,10025,MANHATTAN,40.802917,-73.965613,107,7,195,1056676,1018800013,Morningside Heights,"(40.802917, -73.965613)",11/01/2019
I.S. 382 - BROOKLYN,K,17,STRUCTURAL DEFECTS AND ROOF,"5,234,000",CIP,K465,911 FLATBUSH AVENUE,Brooklyn,11226,BROOKLYN,40.649787,-73.95855,314,40,794,3336215,3051030010,Erasmus,"(40.649787, -73.95855)",11/01/2019
P.S. 104 - BROOKLYN,K,20,WATER INFILTRATION/FLOOD ELIMINATION/PARAPETS/ROOFS,"10,521,000",CIP,K104,9115 5TH AVENUE,Brooklyn,11209,BROOKLYN,40.618415,-74.028842,310,43,160,3154775,3060880001,Bay Ridge,"(40.618415, -74.028842)",11/01/2019
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,LOW VOLTAGE ELECTRICAL SYSTEMS/ELECTRICAL WORK FOR A/C INITIATIVE,"2,453,884",CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.697185,-73.91117,304,37,435,3076908,3033650098,Bushwick North,"(40.697185, -73.91117)",11/01/2019
DEWITT CLINTON HS - X,X,10,IPDVS CAMERA INSTALLATION,"588,927",CIP,X440,100 W MOSHOLU PKWY S,Bronx,10468,BRONX,40.882178,-73.88691,207,11,409,2095215,2032510201,Van Cortlandt Village,"(40.882178, -73.88691)",11/01/2019
P.S. 101 - BROOKLYN,K,21,Addition,"65,999,000",CAP,K101,8696 24TH AVENUE,Brooklyn,11214,BROOKLYN,40.597133,-73.991614,311,47,302,3185973,3068750032,Bensonhurst East,"(40.597133, -73.991614)",11/01/2019
WILLIAM MAXWELL VOC HS - K,K,19,IPDVS CAMERA INSTALLATION,"350,000",CIP,K660,145 PENNSYLVANIA AVENUE,Brooklyn,11207,BROOKLYN,40.674135,-73.89643,305,37,"1,144",3083660,3037040001,East New York (Pennsylvania Ave),"(40.674135, -73.89643)",11/01/2019
P.S. 31 - STATEN ISLAND,R,31,ELECTRICAL WORK FOR A/C INITIATIVE,"233,260",CIP,R031,55 LAYTON AVENUE,Staten Island,10301,STATEN IS,40.641595,-74.085135,501,49,9,5001150,5000490182,West New Brighton-New Brighton-St. George,"(40.641595, -74.085135)",11/01/2019
LIBERTY HS ACADEMY FOR NEWCOME,M,2,FY18 RESO A LIBRARY UPGRADES,"397,450",CIP,M451,250 WEST 18 STREET,Manhattan,10011,MANHATTAN,40.741657,-73.999307,104,3,81,1013858,1007670068,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.741657, -73.999307)",11/01/2019
X721 SPED - BRONX,X,11,EXTERIOR MASONRY WATER PENETRATION/WINDOWS/ROOFS/FLOOD ELIMINATION/PARAPETS,"9,394,223",CIP,X722,2697 WESTCHESTER AVENUE,Bronx,10461,BRONX,40.842289,-73.838949,211,13,284,2045725,2041330200,Van Nest-Morris Park-Westchester Square,"(40.842289, -73.838949)",11/01/2019
P.S. 384 - BROOKLYN,K,32,ELECTRICAL WORK FOR A/C INITIATIVE/LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"77,500",CIP,K384,242 COOPER STREET,Brooklyn,11207,BROOKLYN,40.690353,-73.904803,304,37,409,3080043,3034420001,Bushwick North,"(40.690353, -73.904803)",11/01/2019
J.H.S. 190 - QUEENS,Q,28,ROOFS,"2,650,000",CIP,Q190,68-17 AUSTIN STREET,Queens,11375,QUEENS,40.722707,-73.851699,406,29,"71,305",4075214,4031720002,Forest Hills,"(40.722707, -73.851699)",11/01/2019
P.S. 83 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY,"8,585,000",CIP,M083,219 EAST 109 STREET,Manhattan,10029,MANHATTAN,40.793194,-73.942548,111,8,180,1052436,1016590012,East Harlem North,"(40.793194, -73.942548)",11/01/2019
P.S. 232 - QUEENS,Q,27,WATER INFILTRATION/PLANYC BOILER/PLANYC CLIMATE CONTROL/LOW-VOLTAGE ELECTRICAL SYSTEM/EXTERIOR MASONRY,"15,528,000",CIP,Q232,153-23 83 STREET,Queens,11414,QUEENS,40.665909,-73.851216,410,32,"6,202",4247454,4114450001,Lindenwood-Howard Beach,"(40.665909, -73.851216)",11/01/2019
I.S. 75 - STATEN ISLAND,R,31,FY17 RESO A LIBRARY UPGRADES,"359,000",CIP,R075,455 HUGUENOT AVENUE,Staten Island,10312,STATEN IS,40.54438,-74.197897,503,51,"17,010",5079651,5060500002,Arden Heights,"(40.54438, -74.197897)",11/01/2019
I.S. 221 - BRONX,X,7,GYMNASIUM UPGRADE/ROOFS,"3,299,000",CIP,X149,360 EAST 145 STREET,Bronx,10454,BRONX,40.813983,-73.920782,201,8,43,2097038,2023060054,Mott Haven-Port Morris,"(40.813983, -73.920782)",11/01/2019
Q009 SPED - QUEENS,Q,24,FY16 RESO A SUPPLEMENTAL COOLING/FY18 RESO A AUDITORIUM  UPGRADE,"672,800",CIP,Q009,58-74 57 STREET,Queens,11378,QUEENS,40.718935,-73.912208,405,30,535,4059130,4026310106,Maspeth,"(40.718935, -73.912208)",11/01/2019
AUGUST MARTIN HS - QUEENS,Q,27,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,"9,487,000",CIP,Q400,156-10 BAISLEY BLVD,Queens,11434,QUEENS,40.675633,-73.783342,412,28,294,4265978,4122610001,Springfield Gardens North,"(40.675633, -73.783342)",11/01/2019
P.S. 1 - STATEN ISLAND,R,31,STANDALONE GYM ANNEX,"6,960,000",CIP,R701,58 SUMMIT STREET,Staten Island,10307,STATEN IS,40.509037,-74.244118,503,51,"24,401",5107854,5078980001,Charleston-Richmond Valley-Tottenville,"(40.509037, -74.244118)",11/01/2019
I.S. 217 - QUEENS,Q,28,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,"6,658,000",CIP,Q217,85-05 144 STREET,Queens,11435,QUEENS,40.710024,-73.812508,408,24,232,4208124,4097240173,Briarwood-Jamaica Hills,"(40.710024, -73.812508)",11/01/2019
